,sair_adi,baslik,siir_link,siir
426,Onur Şevik,Aşk Diyorum Aşk 7 *,https://www.antoloji.com/ask-diyorum-ask-7-2-siiri/,Satılmış bir ırak kavgası Bir ortadoğu projesi İranı yok etme cabası Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk.! Bir kıyamet öncesi Bir günahın tövbesi Bir cenazenin arefesi Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk! Ölüye kabir azabı Azgın nefis küstahlığı Şeytan evlatlığı Bu sendeki aşk Bakma öyle yüzüme Aşk diyorum aşk! Sırat köprüsü inceliği Bir sorgu meleği Azrailin ölüm fermanı Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk! Son mermi cekirdeği Şiirlerin anlamını yitirdiği REİS'in ölüp ölüp dirildiği Bu sendeki aşk Bakma öyle yüzüme Aşk diyorum aşk!   Onur ŞevikKayıt Tarihi : 21.4.2007 19:50:00
427,Kadir Turan,Avucunda Buhar Olayım,https://www.antoloji.com/avucunda-buhar-olayim-siiri/,Bir el düşsün yanağıma uzamış sakallarımdan okşasın yansın ateşinden gözyaşlarımın ve aşk olsun tavında ve tadında.Bir göz düşsün gözlerime yosun yeşili bahar edalı bir çift göz salsın hançerini yaralasın yüreğimi ve kıracında gelincikler açsın aşk kokanBir ten dokunsun tenime alev alev aşk tüten dokunduğumda kesilsin nefesim ve adı aşk olsun sevgilinin.Bir nefes tütsün atmosferde aşk renginde ve aşk kokan dalgalanan saçlarında kaybolayım ve avucunda buhar olayım.Bir sen düşsün avuçlarıma yudum yudum aşk soluyayım Geceden çalalım aşk iklimini ve tenimle tenine derman olayım.   Kadir TuranKayıt Tarihi : 7.5.2010 11:50:00
428,Serkan Andiç,Mutlu aşk yoktur,https://www.antoloji.com/mutlu-ask-yoktur-3-siiri/,"Sonu bilinmeyen bir yolda Buldum kendimi bir anda Direndim, yenilmedim Ne fayda, sevemedin, Ne faydaÇaresizliğin esiri olmuş hayatım Bitmez, tükenmez haykırışlarım Sensizliğine, çaresizliğine Ben ömrümden ömür adarımMutlu aşk yoktur, Aşkın tarifi yoktur İmkansız aşk çoktur, Mutlu aşk yokturMutlu aşk yoktur, Bedeli ödenmeyen hayat yoktur Her aşkın azabına uğrayan çoktur, Mutlu aşk yoktur.Mutlu aşk yoktur, Sevgisiz kimse yoktur Sevgiyi tadan çoktur, Mutlu aşk yokturMutlu aşk yoktur, Aşka kapılan çoktur Sevenin kini yoktur, Mutlu aşk yoktur..Mutlu aşk yoktur, Sevmenin bedeli yoktur. Ödenen bir bedel varsa orda aşk yoktur, Mutlu aşk yoktur....Mutlu aşk yoktur, Aşkın asilliğine inanan yoktur Bugünkü bir gecelik aşklar masumluktan mahrumdur Mutlu aşk yoktur....Mutlu aşk yoktur, Her aşkın sonunda üzüntü çoktur Kırılan kalpler, yıkılan hayaller, Mutlu aşk yokturMutlu aşk yoktur, merhametten yoksun insan çoktur Aşkın olmadığı yerde hayat yoktur, Mutlu aşk yoktur.Mutlu aşk yoktur, Mutlu aşk yoktur.... Bir romeo, Bir juliet bu hayata çoktur Mutlu aşk yoktur, Mutlu aşk yoktur..Mutlu aşk var mıdır ki bir de bana ulaşıp hayatımı taçlandırsın Mutlu aşk var mıdır ki beni benden alıp hayatıma anlam kazandırsınMutlu aşk yoktur Mutlu aşk yoktur Yoktur, yoktur....   Serkan AndiçKayıt Tarihi : 22.9.2008 15:48:00"
429,Saniye Uzun,Aşk Yakarmış,https://www.antoloji.com/ask-yakarmis-siiri/,Dermansız dertlerin içine düştüm Aşk yakarmış bilemedim azizim  Yıldız yıldız gözler narına düştüm Aşk yakarmış bilemedim azizimMutluluk aradım yaban ellerde  Gitti de gelmiyor ahım dillerde Beni yaban etti gonca güllerde  Aşk yıkarmış bilemedim azizimSınırları çizmiş gelme sen diyor Dünyanı başına yıkarım diyor Aldı beni benden çekip gidiyor Aşk yakarmış bilemedim azizimYalvardım yakardım duymadı beni Aklına koymuştu dönmedi geri  Deli gönül sende yorma kendini Aşk yıkarmış bilemedim azizimSusturun bülbülü ötmesin bağda Ölüm kol geziyor bağda bağbanda Erken geldi sıram genç bir çağımda Aşk yakarmış bilemedim azizimBozuldu düzenim çare yok diyor  Söyleme kimseye yüzüm yok diyor Verdiğim mektubu hemen yak diyor  Aşk yıkarmış bilemedim azizimİstemezdim göncasını gülünü  Boynum bükük biçare bu gönlümü Bilmiyorum yaşıyormu öldümü Aşk yakarmış bilemedim azizim   Saniye UzunKayıt Tarihi : 7.1.2012 02:17:00
430,Zerrin Tayfur,Aşk çilesi bu şiirin hikayesi aşağıda yazılıdır,https://www.antoloji.com/ask-cilesi-bu-siirin-hikayesi-asagida-yazilidir-siiri/,Dolaşmış çözülmüyor bendeki bu aşk  çilesi Sen ey dilcü yaklaşki ısıtsın aşkın nefesi Aşk oyundur oynanan iki kişilik bir ekip Durma uzaklarda gelki açılsın  aşk perdesi                 Akcanlı    Mithat Çöpür  bu şiiri bana yzıp göndermiş  ve tamamlamamı istemiş                          Aşk çilesiDolaşmış çözülmüyor aşk kader bilmecesi Ömrüm geçer kış boran sanki bir sis perdesi Çok uzak kaldı bana aşkın ılık nefesi Artık dert değil dostum  çıkar başka birisi                  Zerrin  TAYFUR                          Aşk   ÇilesiAşk çilesi sımsıcak bırak kalbine dolsun Bu çile  hiç bitmesin al gönlüm senin olsun Bu duygu gece gündüz sarsın yaksın kalbini Seni her düşünüşte yansın gönül tutuşsun                        Ebruli   Ertan  Ünlü   göndermiş                                Aşk ÇilesiNazım dünyalar kadar çekemezsin vallahi Sevmeye sevilmeye layık olsada bile  Gözümü budaktan sakınmam cesurluk ne kelime Deliyim hamde zır deli bir sorayım  gönlüme                    Zerrin TAYFUR Bu aşk çilesi rumuzu hakkında çok mesaj alıyorum çokmu aşk derdi çektiniz  çokmu aşk çilesi yaşadınız şimdide  sevgili şairlerimiz yazıp göndermişler  devamını  sen yaz diye  onlarda haklı olarak merak etmişler  efendim tabiki aşık oldum aşkı yaşamayan yazamaz ama çile çekmedim   çile çektiririmmmmmmmmm   Zerrin TayfurKayıt Tarihi : 20.12.2008 16:33:00
431,Hamdi Oruç,Aşk defterine Adım yazılsın,https://www.antoloji.com/ask-defterine-adim-yazilsin-siiri/,"Aşk defterine Adım yazılsınBenim de gülüm var Aşk defterine adım yazılsınBülbülün adı aşk defterinde Gül solunca dünyaya küser bülbül Bende de güle dağ gibi  aşk Aşk defterine adım yazılsınBülbül kadar ağladım pervane gibi yandım Aşk defterine adım yazılsınAşk  unutulmaz kılan insanı Aşk defterine adım yazılsın Pervanenin  adı aşk defterindedir Pervane cennet bahçesine değişmez ateşiBülbül güle gelir Bahar güle güle gelir Gülsün  ey aşk Aşk defterine adım yazılsınAşk  unutulmaz kılan insanı Gülsün diye gül gönlüm Aşk defterine adım yazılsınAşk defterine adım yazılsın Aşk  saçar güzel kokusunu Aşk güneş gibi güler Ey aşk ışıksın   diriltensin aşk... Diril ağacım dalım Ağacım dalım aşk defterine adım yazılsınKaybolayım mı bir şehrin küçücük sokağında Aşk defterine adım yazılsınKaybolmuşum bir şehrin küçücük sokağında Altmış yaşımda dönüp arkama baktım  Gönlüm aşk defterine adım yazılsınNeden hala oyun-oynaş... Diriltensin aşk Aşk gülüm, aşk defterine adım yazılsınSanmışım ben bir devim İçine güneş sızmamış büyük odalar gibi Işık tatmak için Dilencisiyim her gün güneşin Öleyim ""Baki"" için Ölüm,  aşk defterine adım yazılsınÖmrümün bir saray olduğu söylenir İçinde bir mum yanan bir odaya razıyım  Baki""yi zikirde ol daim dilim Dilim, aşk defterine adım yazılsınAşk defterine adım yazılsın Adım çöl bitkisi gibi Ay çiçeğim döndü yönünü mevlaya Cömert elim güller yetiştirsin gönül bahçemde Elim, aşk defterine adım yazılsın Alnım aşk defterine adım yazılsınSevdalı olursun denize pınarsan bir çölde Zalim bir çölü karış karış dolaştım Yaralarımı çizer dikenli bitkileri çölün Mecnun kadar aradım leylamı Çölüm ver leylamı Çölüm,aşk defterine adım yazılsın Elsiz dilsiz bir pınar diye   Hamdi OruçKayıt Tarihi : 23.9.2013 20:59:00"
432,Mahmut Şimşek,Aşkın kör gözü,https://www.antoloji.com/askin-kor-gozu-2-siiri/,"Aşk ve mutluluk bazan burnunun dibinde olur göremezsin Bazan uzaklarda olur canım gülüm birtanem gidemezsin Bazanda gelir seni bulur umursamaz değer vermezsin Sonrada bir kor gibi alev alev yanarsın gülüm bitersinAşk sevgi saygı Aşk şefkati,Aşk hayatı paylaşmak damek Aşk,mutlu olmak demek,Aşk sevgiyi bir ömür yaşamak demek Aşk,bir kuşun kafesinden özgürlüğe kanat çırpması demek Aşk,sevenlerin kavuşması,bir ömür yuva kurması demek.   Mahmut ŞimşekKayıt Tarihi : 31.5.2008 17:10:00"
433,Arzu Gülücüdür,Tende Aşk,https://www.antoloji.com/tende-ask-siiri/,Zamanın dakikası kaçadır       Akıl gitmiş baştan yardadır       Yar anlamaz derdimden sözü hep aşkadır       Aşk aşk dedikleri dakikası kaçadır      Söz ola devran döne aşka       Sevda bilir neler çektiğini başka       Kimse bilmez derdimİ aşktan başka       Aşk aşk dedikleri nedir yardan başka      Devir aşk devri deyip geçme       Değişti devran aşk artık beden içre       Gözü kör dili lal yardan başka       Aşk Aşk dedikleri nedir bir parça tenden başka..   Arzu GülücüdürKayıt Tarihi : 18.7.2005 12:58:00
434,Ali Rıza Malkoç,Yolun Çilesi,https://www.antoloji.com/yolun-cilesi-siiri/,"- Yûnusca bir halk şiiri denemesidir- Zülüften, Zühre’den bahset diyorlar  Lâleyle sümbülle raks et diyorlar  Âşkı çerçeveye hapset diyorlar  Gönlünü duvara raptet diyorlar  -Biz aşkın içinde çadır kurmuşuz  -Bütün kâinata âşık olmuşuz Âşk ehline kutlu, bir hecedir âşk  Sabahı olmayan, bir gecedir âşk  Bazen çözülmeyen, bilmecedir âşk  Gayrısına ise, eğlencedir âşk  -Biz aşkın içinde huzur bulmuşuz  - Bütün kâinata âşık olmuşuzDalı yoktur ama, bir meyvesi var  Salı yoktur ama, bir gölgesi var  Gülü yoktur ama, bir bahçesi var  Dili yoktur ama, bir lehçesi var  -Âşkı içimizde hazır bulmuşuz  - Bütün kâinata âşık olmuşuzYıkık değirmeni, beklemektir âşk  Hüzünü sevince, eklemektir âşk  Mahbubu kalplerde, teklemektir âşk  Kılavuz yok ise, boş emektir âşk  -Âşkı gönlümüzde hızır bulmuşuz  - Bütün kâinata âşık olmuşuzÂşk leke getirmez, külü de yoktur  Herkese sultandır, kulu da yoktur  Makamla barışmaz, pulu da yoktur  Bakmakla görülmez, sonu da yoktur  -Âşktan gayrısını muzır bulmuşuz - Bütün kâinata âşık olmuşuz Tükenince ümit, devrededir âşk  Kapanınca hesap, devredendir âşk  Bulmayınca bir yol, seyredendir âşk  Bizi hâlden hâle, sevk edendir âşk  -Biz hep kendimizi fakir bulmuşuz  -Sahib-i Kâinat’a âşık olmuşuz Merasim istemez, şekle takılmaz  Mübaşir istemez, sese bakılmaz  Onun ile yanan, sonra yakılmaz  Onunla yol alan, varır yıkılmaz  -Âşk-ı Mubabbeti nazir bulmuşuz  -Sâni-i Kâinat’a âşık olmuşuz Çile ile dolu uzun yoldur âşk  Maşuka da hazinesi boldur âşk  Dostuna sarılan sadık koldur âşk  Ağyara uzaktır, anafordur âşk  -Biz hep kendimizi hakir görmüşüz  -Sahib-i Kâinat’a âşık olmuşuz Feryatla ve yaşla, eder tecelli  Âşıkların hali, her daim belli  Sesle dışa vurur, bazen de telli  Genç yaşta yer bulur, bazen de elli  -Biz hep kendimizde kusur bulmuşuz  -Sahib-i Kâinat’a âşık olmuşuz Malkoç Ali, dilden kalbe yol olsun  Âşk ehlinden aldığın ders bol olsun  Âşk kağıta sığmaz, bu da son olsun  Yürekler Yûnusca yansın kor olsun  -Her ateşten, dersimizi almışız - Sahib-i Kâinat’a âşık olmuşuzAli Rıza Malkoç  10/04/2006 Bursa 10 kıta ve 11 Hece ile yazılmıştır   Ali Rıza MalkoçKayıt Tarihi : 17.4.2006 20:57:00"
435,Mustafa Cemil Dirier,Aşk Denizi,https://www.antoloji.com/ask-denizi-8-siiri/,"Gözüm senden gitmez Ömrümü veririm aşka Aklım canım hep sendedir Seninle aşk denizine girerimAşk yoluna koydum canı Gözüm seni görmek ister Hasretini gösterme bana Seninle aşk denizine girerimÇekerim seninle bu aşk cefasını Dost benim derdimin devasıdır Aşk sözünü bilirim Seninle aşk denizine girerimGönül verdinse,söz verdinse Herkez bilsin sen aşıksın Gözümden akan yaşlarla Seninle aşk denizine girerim   Mustafa Cemil DirierKayıt Tarihi : 27.5.2007 23:26:00"
436,Fikret Turhan,....Aşk her yerde! ...,https://www.antoloji.com/ask-her-yerde-5-siiri/,"aşk,  gökyüzünde...  aşk,  düşen kar tanelerinde...  aşk;   kah dallarda...  kah damlarda...  kah sokaklarda  usul usul erimekte! aşk,  yeryüzünde...  aşk,  açan her çiçekte...  aşk;   kah bağlarda...  kah balkonlarda...  kah vazolarda,  usul usul geçmekte! aşk,  her yere...  aşk,  damla damla düşmekte...  aşk;   kah kaldırımda...  kah saçaklarda...  kah camlarda,  usul usul akmakta! aşk,  ya benden...  aşk,  ya senden...  aşk;   bir içimde  bir dışımda,  usul usul tükenmekte! fikret turhan-yalova  21.11.2012   Fikret TurhanKayıt Tarihi : 21.11.2012 12:29:00"
437,Ahmet Küçük 2,Diyarı sevda,https://www.antoloji.com/diyari-sevda-siiri/,"Uzak diyar köye düştüm Pınarından sular içtim İçipde ben aşka düştüm Dağları aşk,bağları aşk.Otağına çadır kurdum Gül kokladım yudum,yudum Benim gönül sevda yurdum Gülleri aşk,havası aşk.Bağbanında ceylan gezer Her biri birinden güzel Yar oturmuş gözün sizer Bakışı aşk,gülüşü aşk.Sanki sevda okyanusu Dağı taşı, gül kokusu Can ahmedin aşk ordusu Sevgisi aşk, kelamı aşk.Aşk esiyor yellerinde Seda kokar güllerinde Bir tebessüm gözlerinde Gülüşler aşk,süzüşler aşk.Nazlı esen rüzgarı var Her ümide vuslat akar Gönüller mevlaya bakar Lokma,lokma, aşları aşk.Yolları kabeye akar Panjuru ravzaya bakar Şarkıların hasret kokar Gözleri aşk,yaşları aşk...   Ahmet Küçük 2Kayıt Tarihi : 5.7.2009 19:38:00"
438,Sevim Aktaş 2,Aşk Dediğin Nedir kiii,https://www.antoloji.com/ask-dedigin-nedir-kiii-siiri/,Sevdiğimi söyledim Aramızda aşk yok dedin Aşk dediğin nedir kii Tek hecelik kelime Kavak yeli estirir Dönüştürür deliye Sevdiğimi söyledim Aramızda aşk yok dedin Aşk dediğin nedir kiii üç harf bir tek kelime Ayağı yer den keser  Sonra vurur zemine Sevdiğimi söyledim  Aramızda aşk yok dedin Aşk dediğin nedir kiii Sihirli bir hediye Çok çabuk gelir geçer İzi kalır geriye Sevdiğimi söyledim Aramızda aşk yok dedin Aşk dediğin nedir kiii Ben bir ömürlük seni Koyarım yüreğime Başıma taç ederim İnanırsan sevgime                     (26-4-2014)   Sevim Aktaş 2Kayıt Tarihi : 26.4.2014 15:34:00
439,Menekşe Gülay,Aşk Yüreğinde Aşk Sende,https://www.antoloji.com/ask-yureginde-ask-sende-siiri/,"sevmek neydi unutmuştum sevmeyi, aşk neydi tatmamıştım hiçbirini, bir çiçektemiydi aşk, yoksa yağan  elinde kaybolan, yağmur damlasındamıydı. denizin üzerinde çığlık çığlığa uçan,  martılarda mı.. denizmiydi yoksa aşk, kışın yağan kar tanesinde, yeni açmış bir gonca gülde, ilkbahar neşesi bahar çiçeklerinde, aşk herşeyde heryerde.. belki senin gözlerinde, gülümseyen yüzünde, bana dokunuşlarında, ruhumu titreten ellerinde, sevgi dolu sözlerinde, aşk sende yüreğinde.. bazen yanarsın kor gibi, ararsın sevdiğini gelse şimdi, bitmeyen hasret yakar yüreğini, aşk bu işte..aşk..aşk bu.. gözlerini kaparsın gözlerinin önünde, hayallere dalarsın sanki seninle, içine dolar neşesi, bilinsizce gülüverirsin  öylece.. keşke yanında olsa sevsen sarsan ölesiye. sönmeyen bir yangın seninle, arzular fırtına olur yüreğinde, belki de iki damla gözyaşı istemsizce, akar da akar yanaklarından özlemle, aşk bu işte iki damla göz yaşı.. aşk yüreğinde aşk sende. aşk heryerde, herşeyde.   Menekşe GülayKayıt Tarihi : 14.10.2007 20:26:00"
440,Nurdan Elver,Aşkın Gözü Kapalı,https://www.antoloji.com/askin-gozu-kapali-siiri/,"Bir rüyadır aşk sonsuz maviliklere. Yakarışlar yıldızlara uzaklardaki aşka. Gölgeler maviye griliklerden uzar.Aşk rüyadaysa, Açılmaz göz kapakları. Aşk rüyaysa, Geceler gündüzler uyur. Aşk eser, Aşk kokar. Aşk yağar, Aşk ıslatır. Aşkın dokusunda rüya Dokunuşunda aşk, güya. Hülyalı gözlerde aşk atar. Aşkın gözü kapalı.   Nurdan ElverKayıt Tarihi : 30.7.2012 13:38:00"
441,Erdem Yılmaz Balaban,Aşk Yolunda,https://www.antoloji.com/ask-yolunda-14-siiri/,"Ey  göz  nûrum, seni  sevdim  seveli Sen  oldun  gönlüme  yegâne  veli Değiştirdin  de  aktığım  evveli Fazlımı  fedâ  ettim  aşk  yolundaEşsiz  güzelliğinde  kaybolarak Sevdâlı  gönlüme, sensiz  dolarak İliklerime  kadar  sen  olarak Aslımı  fedâ  ettim  aşk  yolundaAşk  için, akla  hep  zıd  gitmeliyim Bundan, aklı  alan  cinnet  yeliyim Seni  gördüğümden  beri  deliyim Aklımı  fedâ  ettim  aşk  yolundaAşk, ölmeden  ölmeyi  eder  fermân Sensiz, bu  fermânı  yaşarım  her  ân Cânımda  yok  yaşamak  için  derman Havlimi  fedâ  ettim  aşk  yolundaSensiz  tenim, yaşıyorum, dese  de Sensiz, zehir  içip  zakkum  yese  de Yüreğim  çoktan  dönmüştür  cesede Katlimi  fedâ  ettim  aşk  yolundaAşkındır, hayâtımın  hayât  evi Burada  aşk  yaşıyorum  bir  nev’î Aşkın  ile  dünyevî  ve  uhrevî Adlimi  fedâ  ettim  aşk  yolunda   Erdem Yılmaz BalabanKayıt Tarihi : 28.11.2013 19:29:00"
442,Mustafa Cilasun,Hayatın satır aralarında tahayyül ederken!,https://www.antoloji.com/hayatin-satir-aralarinda-tahayyul-ederken-siiri/,"Yaratılışımız bir aşk hikayesidir Allahtan geldik, O’ndan ayrıldık ve yine O’ na döneceğiz Aşk, aslımıza olan özlem ve onunla bütünleşme çabası manasına da gelir Bir anlamda kendimize/ bütünlüğümüze sevgidir aşk, profan algı, aşkın kaynağını burada görmediği için onu dünyevileştiriyorVarlık, varlığa dair fani olan beden Aşkın objesi yapılıyor ve doğal olarak cinselliğe indirgeniyor Aşkın büyük hakikatlerden biri olduğu nedense hakkıyla idrak edilemiyor Allahın kainatı yaratmayı arzulaması ve bunu sevmesi, varlığın ilk sebebinin sevgi/ aşk olduğu anlamına geliyorVarlığa ait ve birbirinden ayrı cüzler Arasında fevkalade kuvvetli bir çekim var, kainatta sari bir aşk hali var Aşk, bir birinin uzağına düşmüş parçaları bir araya getirir,biz buna vuslat diyoruz Aşkın şiddeti, parçaların bir birine olan uzaklığı nispetinde artar, kişinin O ‘ na uzaklığı nispetindedirAşk bahsinde hep şu ayrım yapılır İlahi aşk, mecazi aşk, arifler böyle bir ayrımın olmadığını söylerler Hefefi ne ve kim olursa olsun, aşk üzere gerçekleşen şey mahiyet olarak hep aynıdır Değişen maşuktur; maşuka yönelmenin mahiyeti değişmez, kimler yıllarca faniyi idealize ederek aşık olurAşk, bir derttir, söyletir Şiir edebiyatın bir üst dilidir, edep, bir tür yoğurma ve terbiye tarzıdır Edebiyat ise edep ile birlikte anılıyor, dolayısıyla şiirinde edebi muhakkakki olmalı Kavuşma arzusu, aşk olarak belirlendikten sonra, vuslat gerçekleştiğinde arzudan doğan acı/ aşk kalmaz   Mustafa CilasunKayıt Tarihi : 8.6.2013 19:29:00"
